danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.251,0.445,9,-9.564,0,0.0421,0.48,0.0,0.103,0.201,206.454,audio_features,4Z0l8dIngsalL0QdCun5CE,spotify:track:4Z0l8dIngsalL0QdCun5CE,https://api.spotify.com/v1/tracks/4Z0l8dIngsalL0QdCun5CE,https://api.spotify.com/v1/audio-analysis/4Z0l8dIngsalL0QdCun5CE,215160,3
0.669,0.854,1,-4.486,1,0.0999,0.0205,0.0,0.047,0.707,93.057,audio_features,3AlpkljBS1AU7HFVPms8K6,spotify:track:3AlpkljBS1AU7HFVPms8K6,https://api.spotify.com/v1/tracks/3AlpkljBS1AU7HFVPms8K6,https://api.spotify.com/v1/audio-analysis/3AlpkljBS1AU7HFVPms8K6,206533,4
0.341,0.181,2,-12.073,0,0.0366,0.888,0.0,0.137,0.212,83.608,audio_features,0fwxmtpxpMmEMphmJbCAEx,spotify:track:0fwxmtpxpMmEMphmJbCAEx,https://api.spotify.com/v1/tracks/0fwxmtpxpMmEMphmJbCAEx,https://api.spotify.com/v1/audio-analysis/0fwxmtpxpMmEMphmJbCAEx,196254,4
0.694,0.769,6,-4.665,1,0.0325,0.163,0.0,0.0976,0.663,93.033,audio_features,72HP2M4jjw4t0AIGdEVGEF,spotify:track:72HP2M4jjw4t0AIGdEVGEF,https://api.spotify.com/v1/tracks/72HP2M4jjw4t0AIGdEVGEF,https://api.spotify.com/v1/audio-analysis/72HP2M4jjw4t0AIGdEVGEF,203880,4
0.383,0.914,9,-6.43,1,0.0515,0.00422,1.4e-05,0.444,0.528,139.955,audio_features,1mH6tZC6iXIHPI6EixCwxw,spotify:track:1mH6tZC6iXIHPI6EixCwxw,https://api.spotify.com/v1/tracks/1mH6tZC6iXIHPI6EixCwxw,https://api.spotify.com/v1/audio-analysis/1mH6tZC6iXIHPI6EixCwxw,278947,4
0.598,0.68,7,-4.505,1,0.0331,0.06,0.0,0.324,0.437,134.002,audio_features,2mvabkN1i2gLnGAPUVdwek,spotify:track:2mvabkN1i2gLnGAPUVdwek,https://api.spotify.com/v1/tracks/2mvabkN1i2gLnGAPUVdwek,https://api.spotify.com/v1/audio-analysis/2mvabkN1i2gLnGAPUVdwek,228027,4
0.515,0.876,0,-4.286,1,0.0603,0.0123,0.0,0.124,0.917,185.967,audio_features,6C81GGUCNbEmR8gMIi0CpH,spotify:track:6C81GGUCNbEmR8gMIi0CpH,https://api.spotify.com/v1/tracks/6C81GGUCNbEmR8gMIi0CpH,https://api.spotify.com/v1/audio-analysis/6C81GGUCNbEmR8gMIi0CpH,156773,4
0.315,0.418,7,-9.146,1,0.0299,0.131,0.000679,0.0836,0.237,129.116,audio_features,4fzyvSu73BhGvi96p2zwjL,spotify:track:4fzyvSu73BhGvi96p2zwjL,https://api.spotify.com/v1/tracks/4fzyvSu73BhGvi96p2zwjL,https://api.spotify.com/v1/audio-analysis/4fzyvSu73BhGvi96p2zwjL,242496,4
0.654,0.596,1,-4.68,1,0.0458,0.424,0.0,0.11,0.382,118.078,audio_features,1QLZKzC2pjP4ySf4ALrNhm,spotify:track:1QLZKzC2pjP4ySf4ALrNhm,https://api.spotify.com/v1/tracks/1QLZKzC2pjP4ySf4ALrNhm,https://api.spotify.com/v1/audio-analysis/1QLZKzC2pjP4ySf4ALrNhm,169245,4
0.338,0.496,4,-7.212,1,0.0285,0.327,5.48e-06,0.161,0.188,173.98,audio_features,6Lv9ozIdb06duB01e6ZpNQ,spotify:track:6Lv9ozIdb06duB01e6ZpNQ,https://api.spotify.com/v1/tracks/6Lv9ozIdb06duB01e6ZpNQ,https://api.spotify.com/v1/audio-analysis/6Lv9ozIdb06duB01e6ZpNQ,267227,3
0.343,0.6,3,-5.254,1,0.0302,0.451,0.0,0.279,0.158,172.044,audio_features,4M3K1gnHJnE3cIrAcKZQr3,spotify:track:4M3K1gnHJnE3cIrAcKZQr3,https://api.spotify.com/v1/tracks/4M3K1gnHJnE3cIrAcKZQr3,https://api.spotify.com/v1/audio-analysis/4M3K1gnHJnE3cIrAcKZQr3,254707,4
0.632,0.515,10,-8.444,1,0.0292,0.567,0.0,0.329,0.473,99.936,audio_features,3Xr6kOC4De4Lk41lF9nzTy,spotify:track:3Xr6kOC4De4Lk41lF9nzTy,https://api.spotify.com/v1/tracks/3Xr6kOC4De4Lk41lF9nzTy,https://api.spotify.com/v1/audio-analysis/3Xr6kOC4De4Lk41lF9nzTy,206787,4
0.437,0.802,2,-5.063,1,0.111,0.0168,0.0,0.086,0.704,178.137,audio_features,2K4XbdyLxi9jhqVQeyUKRK,spotify:track:2K4XbdyLxi9jhqVQeyUKRK,https://api.spotify.com/v1/tracks/2K4XbdyLxi9jhqVQeyUKRK,https://api.spotify.com/v1/audio-analysis/2K4XbdyLxi9jhqVQeyUKRK,225688,4
0.67,0.275,0,-12.755,1,0.0385,0.671,0.0,0.199,0.806,152.649,audio_features,47otoIkhx3fkdivEXL5OB6,spotify:track:47otoIkhx3fkdivEXL5OB6,https://api.spotify.com/v1/tracks/47otoIkhx3fkdivEXL5OB6,https://api.spotify.com/v1/audio-analysis/47otoIkhx3fkdivEXL5OB6,130027,4
0.774,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,audio_features,02FaKXXL7KUtRc7K0k54tL,spotify:track:02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/tracks/02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/audio-analysis/02FaKXXL7KUtRc7K0k54tL,182521,4
0.612,0.289,9,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,audio_features,3QIoEi8Enr9uHffwInGIsC,spotify:track:3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/tracks/3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/audio-analysis/3QIoEi8Enr9uHffwInGIsC,177440,3
0.522,0.522,2,-7.87,1,0.0383,0.13,0.0,0.438,0.305,77.072,audio_features,6RS6rcjnWrdfVuu2U2W2dj,spotify:track:6RS6rcjnWrdfVuu2U2W2dj,https://api.spotify.com/v1/tracks/6RS6rcjnWrdfVuu2U2W2dj,https://api.spotify.com/v1/audio-analysis/6RS6rcjnWrdfVuu2U2W2dj,211013,4
0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,audio_features,3QiAAp20rPC3dcAtKtMaqQ,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ,129173,4
0.648,0.938,1,-3.298,1,0.115,0.0339,1.28e-06,0.0564,0.849,78.496,audio_features,1Ri9P0ZPrqr6h0REDRdJBd,spotify:track:1Ri9P0ZPrqr6h0REDRdJBd,https://api.spotify.com/v1/tracks/1Ri9P0ZPrqr6h0REDRdJBd,https://api.spotify.com/v1/audio-analysis/1Ri9P0ZPrqr6h0REDRdJBd,200467,4
0.485,0.444,1,-6.232,1,0.195,0.373,2.5e-06,0.0969,0.777,179.967,audio_features,2rkb8ijsPapKDMEh0cSe8I,spotify:track:2rkb8ijsPapKDMEh0cSe8I,https://api.spotify.com/v1/tracks/2rkb8ijsPapKDMEh0cSe8I,https://api.spotify.com/v1/audio-analysis/2rkb8ijsPapKDMEh0cSe8I,161013,3
0.566,0.246,10,-15.499,1,0.0276,0.813,1.48e-06,0.195,0.412,101.529,audio_features,5aDoUmxBsbdpS16alksb5Z,spotify:track:5aDoUmxBsbdpS16alksb5Z,https://api.spotify.com/v1/tracks/5aDoUmxBsbdpS16alksb5Z,https://api.spotify.com/v1/audio-analysis/5aDoUmxBsbdpS16alksb5Z,165667,4
0.622,0.688,4,-3.504,0,0.0845,0.52,0.0,0.375,0.766,140.561,audio_features,18g50kFt5uwVeCzQbrCvAO,spotify:track:18g50kFt5uwVeCzQbrCvAO,https://api.spotify.com/v1/tracks/18g50kFt5uwVeCzQbrCvAO,https://api.spotify.com/v1/audio-analysis/18g50kFt5uwVeCzQbrCvAO,161973,4
0.498,0.432,9,-14.386,1,0.0345,0.688,0.0,0.136,0.365,135.015,audio_features,3AgiRs3oxc2dFh0CPUHXJs,spotify:track:3AgiRs3oxc2dFh0CPUHXJs,https://api.spotify.com/v1/tracks/3AgiRs3oxc2dFh0CPUHXJs,https://api.spotify.com/v1/audio-analysis/3AgiRs3oxc2dFh0CPUHXJs,245333,3
0.619,0.771,9,-2.204,1,0.0601,0.0318,0.0,0.114,0.704,81.966,audio_features,2Y0ktCGrGoGcQFXsGztvhi,spotify:track:2Y0ktCGrGoGcQFXsGztvhi,https://api.spotify.com/v1/tracks/2Y0ktCGrGoGcQFXsGztvhi,https://api.spotify.com/v1/audio-analysis/2Y0ktCGrGoGcQFXsGztvhi,154747,4
0.414,0.664,1,-5.664,1,0.0415,0.227,0.0,0.271,0.526,137.095,audio_features,3BhlC2eX8obANfmLEwo1ia,spotify:track:3BhlC2eX8obANfmLEwo1ia,https://api.spotify.com/v1/tracks/3BhlC2eX8obANfmLEwo1ia,https://api.spotify.com/v1/audio-analysis/3BhlC2eX8obANfmLEwo1ia,118395,4
0.551,0.325,0,-13.507,1,0.0286,0.81,0.000112,0.115,0.496,98.932,audio_features,5DMItYJluCFc7YtFdP4aXo,spotify:track:5DMItYJluCFc7YtFdP4aXo,https://api.spotify.com/v1/tracks/5DMItYJluCFc7YtFdP4aXo,https://api.spotify.com/v1/audio-analysis/5DMItYJluCFc7YtFdP4aXo,213160,3
0.494,0.884,10,-2.962,1,0.0839,0.577,0.0,0.372,0.668,144.072,audio_features,6oIpL9XkEhyo0bDrCagQQY,spotify:track:6oIpL9XkEhyo0bDrCagQQY,https://api.spotify.com/v1/tracks/6oIpL9XkEhyo0bDrCagQQY,https://api.spotify.com/v1/audio-analysis/6oIpL9XkEhyo0bDrCagQQY,212103,4
0.324,0.197,8,-10.191,1,0.0337,0.801,0.0,0.115,0.338,178.893,audio_features,0yS8P7DFNEBYQ5yHadM5z0,spotify:track:0yS8P7DFNEBYQ5yHadM5z0,https://api.spotify.com/v1/tracks/0yS8P7DFNEBYQ5yHadM5z0,https://api.spotify.com/v1/audio-analysis/0yS8P7DFNEBYQ5yHadM5z0,227887,3
0.581,0.257,7,-10.079,0,0.0355,0.811,0.0,0.514,0.297,140.007,audio_features,7lbto9KYTHq5V1PetjIMOF,spotify:track:7lbto9KYTHq5V1PetjIMOF,https://api.spotify.com/v1/tracks/7lbto9KYTHq5V1PetjIMOF,https://api.spotify.com/v1/audio-analysis/7lbto9KYTHq5V1PetjIMOF,181144,4
0.244,0.274,8,-10.433,1,0.04,0.871,1.18e-05,0.0897,0.164,68.534,audio_features,0iV9yfj1knFNOSEiuTHZwl,spotify:track:0iV9yfj1knFNOSEiuTHZwl,https://api.spotify.com/v1/tracks/0iV9yfj1knFNOSEiuTHZwl,https://api.spotify.com/v1/audio-analysis/0iV9yfj1knFNOSEiuTHZwl,243133,4
0.586,0.32,0,-12.788,1,0.0289,0.637,0.00202,0.128,0.437,115.808,audio_features,7F9oCEKbqjN99cV5HpvYER,spotify:track:7F9oCEKbqjN99cV5HpvYER,https://api.spotify.com/v1/tracks/7F9oCEKbqjN99cV5HpvYER,https://api.spotify.com/v1/audio-analysis/7F9oCEKbqjN99cV5HpvYER,192459,4
0.194,0.296,3,-10.429,1,0.0322,0.741,2.82e-05,0.0862,0.121,91.547,audio_features,1sEC3X76vXgpsgnfaXEMwR,spotify:track:1sEC3X76vXgpsgnfaXEMwR,https://api.spotify.com/v1/tracks/1sEC3X76vXgpsgnfaXEMwR,https://api.spotify.com/v1/audio-analysis/1sEC3X76vXgpsgnfaXEMwR,273573,3
0.574,0.519,7,-10.771,1,0.0252,0.163,0.0,0.0407,0.414,144.012,audio_features,1eh5mDCjo7XbDNY5tYiNVU,spotify:track:1eh5mDCjo7XbDNY5tYiNVU,https://api.spotify.com/v1/tracks/1eh5mDCjo7XbDNY5tYiNVU,https://api.spotify.com/v1/audio-analysis/1eh5mDCjo7XbDNY5tYiNVU,255173,4
0.394,0.17,0,-10.368,1,0.0451,0.889,0.0,0.105,0.315,130.721,audio_features,2WUVQQAsWvScEdBVilRYaR,spotify:track:2WUVQQAsWvScEdBVilRYaR,https://api.spotify.com/v1/tracks/2WUVQQAsWvScEdBVilRYaR,https://api.spotify.com/v1/audio-analysis/2WUVQQAsWvScEdBVilRYaR,247493,3
0.359,0.497,0,-6.244,1,0.0288,0.637,0.0,0.105,0.169,99.186,audio_features,0viGbbEJ9xV6qNJsTaXruz,spotify:track:0viGbbEJ9xV6qNJsTaXruz,https://api.spotify.com/v1/tracks/0viGbbEJ9xV6qNJsTaXruz,https://api.spotify.com/v1/audio-analysis/0viGbbEJ9xV6qNJsTaXruz,206067,3
0.327,0.223,7,-8.975,0,0.0336,0.932,0.0,0.192,0.172,109.568,audio_features,1h9QQ7e222OSr93MRiMqGZ,spotify:track:1h9QQ7e222OSr93MRiMqGZ,https://api.spotify.com/v1/tracks/1h9QQ7e222OSr93MRiMqGZ,https://api.spotify.com/v1/audio-analysis/1h9QQ7e222OSr93MRiMqGZ,211453,4
0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,audio_features,0GMbNoVqoycx9qd9ggIP8V,spotify:track:0GMbNoVqoycx9qd9ggIP8V,https://api.spotify.com/v1/tracks/0GMbNoVqoycx9qd9ggIP8V,https://api.spotify.com/v1/audio-analysis/0GMbNoVqoycx9qd9ggIP8V,169293,4
0.475,0.068,0,-20.032,1,0.0319,0.893,0.00216,0.105,0.266,95.165,audio_features,5DoGwwQAlYumpSSlDNMOwY,spotify:track:5DoGwwQAlYumpSSlDNMOwY,https://api.spotify.com/v1/tracks/5DoGwwQAlYumpSSlDNMOwY,https://api.spotify.com/v1/audio-analysis/5DoGwwQAlYumpSSlDNMOwY,192421,3
0.271,0.551,2,-7.48,1,0.0457,0.582,4.16e-05,0.256,0.428,78.111,audio_features,3VTNVsTTu05dmTsVFrmGpK,spotify:track:3VTNVsTTu05dmTsVFrmGpK,https://api.spotify.com/v1/tracks/3VTNVsTTu05dmTsVFrmGpK,https://api.spotify.com/v1/audio-analysis/3VTNVsTTu05dmTsVFrmGpK,272467,4
0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,audio_features,2dbfjsBbi3nt0a173iUumA,spotify:track:2dbfjsBbi3nt0a173iUumA,https://api.spotify.com/v1/tracks/2dbfjsBbi3nt0a173iUumA,https://api.spotify.com/v1/audio-analysis/2dbfjsBbi3nt0a173iUumA,155560,4
0.7,0.884,2,-3.988,0,0.177,0.00841,0.0,0.101,0.852,131.977,audio_features,0Yeh2VJCsxSgbftSGTiUbN,spotify:track:0Yeh2VJCsxSgbftSGTiUbN,https://api.spotify.com/v1/tracks/0Yeh2VJCsxSgbftSGTiUbN,https://api.spotify.com/v1/audio-analysis/0Yeh2VJCsxSgbftSGTiUbN,165333,4
0.22,0.708,7,-9.051,1,0.035,0.00292,0.0267,0.102,0.453,66.214,audio_features,5wTM2Bm8phDwHAuOsfBwhU,spotify:track:5wTM2Bm8phDwHAuOsfBwhU,https://api.spotify.com/v1/tracks/5wTM2Bm8phDwHAuOsfBwhU,https://api.spotify.com/v1/audio-analysis/5wTM2Bm8phDwHAuOsfBwhU,220427,4
0.764,0.162,5,-10.16,1,0.0488,0.811,0.0,0.121,0.663,148.142,audio_features,25xgW0go6n2VEyiTclAkBK,spotify:track:25xgW0go6n2VEyiTclAkBK,https://api.spotify.com/v1/tracks/25xgW0go6n2VEyiTclAkBK,https://api.spotify.com/v1/audio-analysis/25xgW0go6n2VEyiTclAkBK,130520,4
0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,audio_features,2zs2Ck470VmBFTwUp4NFdv,spotify:track:2zs2Ck470VmBFTwUp4NFdv,https://api.spotify.com/v1/tracks/2zs2Ck470VmBFTwUp4NFdv,https://api.spotify.com/v1/audio-analysis/2zs2Ck470VmBFTwUp4NFdv,194707,4
0.369,0.3,0,-11.994,1,0.0317,0.921,0.000718,0.168,0.24,75.745,audio_features,1moEucbMhmAK6KVPoNw6ms,spotify:track:1moEucbMhmAK6KVPoNw6ms,https://api.spotify.com/v1/tracks/1moEucbMhmAK6KVPoNw6ms,https://api.spotify.com/v1/audio-analysis/1moEucbMhmAK6KVPoNw6ms,210907,3
0.796,0.408,4,-10.629,1,0.0532,0.28,0.0,0.12,0.391,120.084,audio_features,4y69lx0SFFZZrcbyy9sV6n,spotify:track:4y69lx0SFFZZrcbyy9sV6n,https://api.spotify.com/v1/tracks/4y69lx0SFFZZrcbyy9sV6n,https://api.spotify.com/v1/audio-analysis/4y69lx0SFFZZrcbyy9sV6n,194087,4
0.507,0.616,4,-4.746,1,0.0377,0.744,2.98e-06,0.261,0.353,65.372,audio_features,2FWKbF1s4s5Z8ZQkyIGNQU,spotify:track:2FWKbF1s4s5Z8ZQkyIGNQU,https://api.spotify.com/v1/tracks/2FWKbF1s4s5Z8ZQkyIGNQU,https://api.spotify.com/v1/audio-analysis/2FWKbF1s4s5Z8ZQkyIGNQU,161093,4
0.216,0.428,4,-7.742,1,0.0362,0.0432,0.0,0.102,0.168,128.298,audio_features,2eLPefNqdtcTN1pCEqlrWr,spotify:track:2eLPefNqdtcTN1pCEqlrWr,https://api.spotify.com/v1/tracks/2eLPefNqdtcTN1pCEqlrWr,https://api.spotify.com/v1/audio-analysis/2eLPefNqdtcTN1pCEqlrWr,265400,4
0.658,0.515,1,-7.283,1,0.0368,0.678,0.0,0.154,0.652,110.089,audio_features,1deT8vP3lOVU3XFAKHsSc3,spotify:track:1deT8vP3lOVU3XFAKHsSc3,https://api.spotify.com/v1/tracks/1deT8vP3lOVU3XFAKHsSc3,https://api.spotify.com/v1/audio-analysis/1deT8vP3lOVU3XFAKHsSc3,219169,4
0.564,0.563,2,-7.976,1,0.0259,0.00379,0.0358,0.0763,0.113,104.031,audio_features,6MtecozqUbilB5qbVARrUH,spotify:track:6MtecozqUbilB5qbVARrUH,https://api.spotify.com/v1/tracks/6MtecozqUbilB5qbVARrUH,https://api.spotify.com/v1/audio-analysis/6MtecozqUbilB5qbVARrUH,288046,4
0.431,0.195,5,-13.207,1,0.0518,0.802,0.0,0.0862,0.157,80.983,audio_features,1dinW5tLGDdPhxtW8vMkUn,spotify:track:1dinW5tLGDdPhxtW8vMkUn,https://api.spotify.com/v1/tracks/1dinW5tLGDdPhxtW8vMkUn,https://api.spotify.com/v1/audio-analysis/1dinW5tLGDdPhxtW8vMkUn,204347,3
0.509,0.307,1,-9.616,0,0.0307,0.874,0.0,0.701,0.392,85.471,audio_features,4dFtIGQBrYjiskk7fN5Wmx,spotify:track:4dFtIGQBrYjiskk7fN5Wmx,https://api.spotify.com/v1/tracks/4dFtIGQBrYjiskk7fN5Wmx,https://api.spotify.com/v1/audio-analysis/4dFtIGQBrYjiskk7fN5Wmx,143467,4
0.51,0.375,9,-9.185,1,0.0288,0.813,0.0,0.145,0.25,132.552,audio_features,4AsvGVDWs16fqIiIdDzyvX,spotify:track:4AsvGVDWs16fqIiIdDzyvX,https://api.spotify.com/v1/tracks/4AsvGVDWs16fqIiIdDzyvX,https://api.spotify.com/v1/audio-analysis/4AsvGVDWs16fqIiIdDzyvX,263693,4
0.735,0.583,2,-8.648,1,0.0277,0.193,5.15e-06,0.183,0.941,107.741,audio_features,38p8YDx5gepOiK4SnEfoB4,spotify:track:38p8YDx5gepOiK4SnEfoB4,https://api.spotify.com/v1/tracks/38p8YDx5gepOiK4SnEfoB4,https://api.spotify.com/v1/audio-analysis/38p8YDx5gepOiK4SnEfoB4,264960,4
0.261,0.232,5,-9.304,1,0.0315,0.769,1.81e-05,0.21,0.167,116.556,audio_features,4WfSDuJ4MrpdSSCEOanwzD,spotify:track:4WfSDuJ4MrpdSSCEOanwzD,https://api.spotify.com/v1/tracks/4WfSDuJ4MrpdSSCEOanwzD,https://api.spotify.com/v1/audio-analysis/4WfSDuJ4MrpdSSCEOanwzD,208480,3
0.469,0.382,4,-7.372,1,0.0259,0.658,0.0,0.135,0.45,95.072,audio_features,4SLYrBfzgbLmiEdoKajyHL,spotify:track:4SLYrBfzgbLmiEdoKajyHL,https://api.spotify.com/v1/tracks/4SLYrBfzgbLmiEdoKajyHL,https://api.spotify.com/v1/audio-analysis/4SLYrBfzgbLmiEdoKajyHL,240000,4
0.317,0.371,7,-7.384,0,0.0371,0.484,0.0,0.168,0.367,117.144,audio_features,3VgihnLVkhT8InUfjiDrOR,spotify:track:3VgihnLVkhT8InUfjiDrOR,https://api.spotify.com/v1/tracks/3VgihnLVkhT8InUfjiDrOR,https://api.spotify.com/v1/audio-analysis/3VgihnLVkhT8InUfjiDrOR,269227,4
0.375,0.425,7,-9.438,1,0.0294,0.687,0.00023,0.248,0.186,143.169,audio_features,7bVwUOySQGO2afJ0LArAMi,spotify:track:7bVwUOySQGO2afJ0LArAMi,https://api.spotify.com/v1/tracks/7bVwUOySQGO2afJ0LArAMi,https://api.spotify.com/v1/audio-analysis/7bVwUOySQGO2afJ0LArAMi,188293,4
0.547,0.347,7,-9.436,1,0.028,0.584,5.96e-05,0.111,0.293,131.702,audio_features,7h6dAktpx3MeQMfqN84JBW,spotify:track:7h6dAktpx3MeQMfqN84JBW,https://api.spotify.com/v1/tracks/7h6dAktpx3MeQMfqN84JBW,https://api.spotify.com/v1/audio-analysis/7h6dAktpx3MeQMfqN84JBW,219052,3
0.703,0.802,2,-4.408,1,0.0286,0.68,0.0,0.206,0.815,128.847,audio_features,3y8Z2sOJrBt6yKEfsZG1NY,spotify:track:3y8Z2sOJrBt6yKEfsZG1NY,https://api.spotify.com/v1/tracks/3y8Z2sOJrBt6yKEfsZG1NY,https://api.spotify.com/v1/audio-analysis/3y8Z2sOJrBt6yKEfsZG1NY,122400,4
0.514,0.628,0,-6.263,1,0.0283,0.145,4.11e-05,0.141,0.748,117.762,audio_features,5YntJ6EQmb0M76Yd25E4YW,spotify:track:5YntJ6EQmb0M76Yd25E4YW,https://api.spotify.com/v1/tracks/5YntJ6EQmb0M76Yd25E4YW,https://api.spotify.com/v1/audio-analysis/5YntJ6EQmb0M76Yd25E4YW,199919,4
0.621,0.6,2,-5.449,0,0.0337,0.0707,0.0,0.151,0.286,126.779,audio_features,0hSBZP9SodLCOLWmfgK9MK,spotify:track:0hSBZP9SodLCOLWmfgK9MK,https://api.spotify.com/v1/tracks/0hSBZP9SodLCOLWmfgK9MK,https://api.spotify.com/v1/audio-analysis/0hSBZP9SodLCOLWmfgK9MK,199344,4
0.735,0.572,7,-9.114,1,0.0303,0.399,0.0,0.209,0.714,79.965,audio_features,1mlP7iqVLZMYryuispoFBE,spotify:track:1mlP7iqVLZMYryuispoFBE,https://api.spotify.com/v1/tracks/1mlP7iqVLZMYryuispoFBE,https://api.spotify.com/v1/audio-analysis/1mlP7iqVLZMYryuispoFBE,176032,4
0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99,audio_features,3bH2Eu9A9ymI4UnGHRmoXg,spotify:track:3bH2Eu9A9ymI4UnGHRmoXg,https://api.spotify.com/v1/tracks/3bH2Eu9A9ymI4UnGHRmoXg,https://api.spotify.com/v1/audio-analysis/3bH2Eu9A9ymI4UnGHRmoXg,208547,4
0.698,0.838,8,-3.553,1,0.0529,0.00188,0.0,0.113,0.87,110.034,audio_features,3IA9LkBEVhJDOxOnh1nf8a,spotify:track:3IA9LkBEVhJDOxOnh1nf8a,https://api.spotify.com/v1/tracks/3IA9LkBEVhJDOxOnh1nf8a,https://api.spotify.com/v1/audio-analysis/3IA9LkBEVhJDOxOnh1nf8a,161894,4
0.604,0.62,5,-7.654,1,0.0362,0.494,0.00322,0.118,0.39,96.037,audio_features,4QvJZYMTCrosIVgBN2h6dF,spotify:track:4QvJZYMTCrosIVgBN2h6dF,https://api.spotify.com/v1/tracks/4QvJZYMTCrosIVgBN2h6dF,https://api.spotify.com/v1/audio-analysis/4QvJZYMTCrosIVgBN2h6dF,181211,4
0.467,0.714,3,-7.141,1,0.0333,0.0301,0.0,0.0996,0.347,92.031,audio_features,1Q8c5YtPFRd79rr4riTQst,spotify:track:1Q8c5YtPFRd79rr4riTQst,https://api.spotify.com/v1/tracks/1Q8c5YtPFRd79rr4riTQst,https://api.spotify.com/v1/audio-analysis/1Q8c5YtPFRd79rr4riTQst,211520,4
0.702,0.662,0,-6.338,1,0.0386,0.189,0.0,0.501,0.847,164.143,audio_features,1YsPk1azV0qD5VtWhfpZ3M,spotify:track:1YsPk1azV0qD5VtWhfpZ3M,https://api.spotify.com/v1/tracks/1YsPk1azV0qD5VtWhfpZ3M,https://api.spotify.com/v1/audio-analysis/1YsPk1azV0qD5VtWhfpZ3M,80027,3
0.372,0.201,7,-13.085,1,0.0291,0.941,4.15e-05,0.119,0.318,51.288,audio_features,6JPkzuFuar662x4L6HD0FQ,spotify:track:6JPkzuFuar662x4L6HD0FQ,https://api.spotify.com/v1/tracks/6JPkzuFuar662x4L6HD0FQ,https://api.spotify.com/v1/audio-analysis/6JPkzuFuar662x4L6HD0FQ,252106,3
0.321,0.424,10,-7.743,1,0.0741,0.433,0.000145,0.106,0.0538,200.1,audio_features,60PSJ6HacgXkes5GB72VRr,spotify:track:60PSJ6HacgXkes5GB72VRr,https://api.spotify.com/v1/tracks/60PSJ6HacgXkes5GB72VRr,https://api.spotify.com/v1/audio-analysis/60PSJ6HacgXkes5GB72VRr,185828,3
0.853,0.505,0,-7.071,1,0.0613,0.457,0.0012,0.11,0.769,94.634,audio_features,7aSVjJqlrmaoE38yZmpDL3,spotify:track:7aSVjJqlrmaoE38yZmpDL3,https://api.spotify.com/v1/tracks/7aSVjJqlrmaoE38yZmpDL3,https://api.spotify.com/v1/audio-analysis/7aSVjJqlrmaoE38yZmpDL3,130125,4
0.407,0.663,10,-8.441,1,0.0655,0.791,0.0,0.249,0.84,142.769,audio_features,6q8MnPuAMJSioydfNWbyuo,spotify:track:6q8MnPuAMJSioydfNWbyuo,https://api.spotify.com/v1/tracks/6q8MnPuAMJSioydfNWbyuo,https://api.spotify.com/v1/audio-analysis/6q8MnPuAMJSioydfNWbyuo,214520,4
0.35,0.164,3,-15.391,1,0.0331,0.856,2.41e-06,0.0913,0.313,97.023,audio_features,5GSE6iL9j9TZQCF8ATM964,spotify:track:5GSE6iL9j9TZQCF8ATM964,https://api.spotify.com/v1/tracks/5GSE6iL9j9TZQCF8ATM964,https://api.spotify.com/v1/audio-analysis/5GSE6iL9j9TZQCF8ATM964,300453,4
0.666,0.541,1,-9.826,1,0.0468,0.847,0.0,0.0562,0.892,107.531,audio_features,64oZ00t5Xrj2DcUzrfEJ8z,spotify:track:64oZ00t5Xrj2DcUzrfEJ8z,https://api.spotify.com/v1/tracks/64oZ00t5Xrj2DcUzrfEJ8z,https://api.spotify.com/v1/audio-analysis/64oZ00t5Xrj2DcUzrfEJ8z,214627,4
0.487,0.528,0,-7.643,1,0.0317,0.832,0.0,0.0706,0.856,79.493,audio_features,2NI8pzT0BOFjbFkKWVcFTT,spotify:track:2NI8pzT0BOFjbFkKWVcFTT,https://api.spotify.com/v1/tracks/2NI8pzT0BOFjbFkKWVcFTT,https://api.spotify.com/v1/audio-analysis/2NI8pzT0BOFjbFkKWVcFTT,142160,4
