danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.573,0.874,11,-5.788,1,0.24,0.00663,0.0,0.181,0.87,157.87,audio_features,7eE4ty8WofFpiEjzD5esme,spotify:track:7eE4ty8WofFpiEjzD5esme,https://api.spotify.com/v1/tracks/7eE4ty8WofFpiEjzD5esme,https://api.spotify.com/v1/audio-analysis/7eE4ty8WofFpiEjzD5esme,200008,4
0.771,0.806,5,-5.003,0,0.0546,0.021,0.0,0.0846,0.841,113.05,audio_features,5kp99A5Hybod2LayFSgX0h,spotify:track:5kp99A5Hybod2LayFSgX0h,https://api.spotify.com/v1/tracks/5kp99A5Hybod2LayFSgX0h,https://api.spotify.com/v1/audio-analysis/5kp99A5Hybod2LayFSgX0h,193107,4
0.547,0.73,11,-5.94,0,0.0903,0.0999,0.0,0.101,0.319,147.899,audio_features,40iqc94M52SdqnifRSqRWh,spotify:track:40iqc94M52SdqnifRSqRWh,https://api.spotify.com/v1/tracks/40iqc94M52SdqnifRSqRWh,https://api.spotify.com/v1/audio-analysis/40iqc94M52SdqnifRSqRWh,260733,4
0.412,0.859,0,-4.096,0,0.085,0.0282,0.00766,0.404,0.367,127.931,audio_features,7EYWEwJyai7udNmqvRPsZM,spotify:track:7EYWEwJyai7udNmqvRPsZM,https://api.spotify.com/v1/tracks/7EYWEwJyai7udNmqvRPsZM,https://api.spotify.com/v1/audio-analysis/7EYWEwJyai7udNmqvRPsZM,214427,4
0.581,0.75,4,-6.396,0,0.0377,0.000197,0.0,0.533,0.358,94.969,audio_features,4O594chXfv4lHvneDP0Ud0,spotify:track:4O594chXfv4lHvneDP0Ud0,https://api.spotify.com/v1/tracks/4O594chXfv4lHvneDP0Ud0,https://api.spotify.com/v1/audio-analysis/4O594chXfv4lHvneDP0Ud0,231013,4
0.59,0.724,0,-3.278,1,0.0439,0.04,4.07e-05,0.142,0.526,127.059,audio_features,4th1RQAelzqgY7wL53UGQt,spotify:track:4th1RQAelzqgY7wL53UGQt,https://api.spotify.com/v1/tracks/4th1RQAelzqgY7wL53UGQt,https://api.spotify.com/v1/audio-analysis/4th1RQAelzqgY7wL53UGQt,278480,4
0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,audio_features,34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560,4
0.649,0.79,9,-5.529,1,0.0482,0.0167,0.0,0.255,0.458,124.993,audio_features,1Vv0MPcooEoQzVZYfKMgKW,spotify:track:1Vv0MPcooEoQzVZYfKMgKW,https://api.spotify.com/v1/tracks/1Vv0MPcooEoQzVZYfKMgKW,https://api.spotify.com/v1/audio-analysis/1Vv0MPcooEoQzVZYfKMgKW,199580,4
0.674,0.678,10,-8.452,0,0.0406,0.59,0.222,0.051,0.465,99.985,audio_features,1y4Kln6VEjQMpmHW7j9GeY,spotify:track:1y4Kln6VEjQMpmHW7j9GeY,https://api.spotify.com/v1/tracks/1y4Kln6VEjQMpmHW7j9GeY,https://api.spotify.com/v1/audio-analysis/1y4Kln6VEjQMpmHW7j9GeY,399013,4
0.745,0.637,8,-4.946,1,0.0439,0.0206,0.0,0.0721,0.531,97.955,audio_features,4B0tKXJguUl5YqW5wDcjNe,spotify:track:4B0tKXJguUl5YqW5wDcjNe,https://api.spotify.com/v1/tracks/4B0tKXJguUl5YqW5wDcjNe,https://api.spotify.com/v1/audio-analysis/4B0tKXJguUl5YqW5wDcjNe,228400,4
0.859,0.538,2,-5.207,1,0.0699,0.527,1.14e-06,0.137,0.333,98.031,audio_features,1eN27pPLzE59zuFbY8SsiT,spotify:track:1eN27pPLzE59zuFbY8SsiT,https://api.spotify.com/v1/tracks/1eN27pPLzE59zuFbY8SsiT,https://api.spotify.com/v1/audio-analysis/1eN27pPLzE59zuFbY8SsiT,268453,4
0.584,0.828,2,-8.775,1,0.0354,0.000145,0.228,0.219,0.293,127.993,audio_features,2D9s9YpKFX6187aI3szOHS,spotify:track:2D9s9YpKFX6187aI3szOHS,https://api.spotify.com/v1/tracks/2D9s9YpKFX6187aI3szOHS,https://api.spotify.com/v1/audio-analysis/2D9s9YpKFX6187aI3szOHS,157467,4
0.502,0.854,1,-4.867,1,0.046,0.00278,0.0,0.0801,0.365,160.045,audio_features,5ihD3DXNU91jEuuhM5lmtp,spotify:track:5ihD3DXNU91jEuuhM5lmtp,https://api.spotify.com/v1/tracks/5ihD3DXNU91jEuuhM5lmtp,https://api.spotify.com/v1/audio-analysis/5ihD3DXNU91jEuuhM5lmtp,187357,4
0.614,0.817,6,-5.104,0,0.376,0.0196,0.00183,0.111,0.589,129.937,audio_features,2oTub2feFP9jbCv3UoGLp0,spotify:track:2oTub2feFP9jbCv3UoGLp0,https://api.spotify.com/v1/tracks/2oTub2feFP9jbCv3UoGLp0,https://api.spotify.com/v1/audio-analysis/2oTub2feFP9jbCv3UoGLp0,203000,4
0.643,0.857,3,-5.224,1,0.0359,0.0996,2.81e-05,0.0913,0.388,127.93,audio_features,3optgAUWyCFNqwwBO8URPO,spotify:track:3optgAUWyCFNqwwBO8URPO,https://api.spotify.com/v1/tracks/3optgAUWyCFNqwwBO8URPO,https://api.spotify.com/v1/audio-analysis/3optgAUWyCFNqwwBO8URPO,216600,4
