,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
84,0.261,0.232,5,-9.304,1,0.0315,0.769,1.81e-05,0.21,0.167,116.556,audio_features,4WfSDuJ4MrpdSSCEOanwzD,spotify:track:3bMfUUpzUzqWp9II00yRhE,https://api.spotify.com/v1/tracks/4WfSDuJ4MrpdSSCEOanwzD,https://api.spotify.com/v1/audio-analysis/4WfSDuJ4MrpdSSCEOanwzD,208480,3
85,0.626,0.401,0,-11.067,1,0.0329,0.808,1.23e-05,0.175,0.443,107.999,audio_features,7a47UpwnJYJCmNEpjnx2O5,spotify:track:6UpuOy5AFhLa1W3V7gl6J2,https://api.spotify.com/v1/tracks/7a47UpwnJYJCmNEpjnx2O5,https://api.spotify.com/v1/audio-analysis/7a47UpwnJYJCmNEpjnx2O5,229400,4
86,0.501,0.311,1,-13.821,1,0.035,0.894,7.14e-05,0.346,0.803,148.632,audio_features,3AVNJhUm1JU51zBctqtuMd,spotify:track:1WrPa4lrIddctGWAIYYfP9,https://api.spotify.com/v1/tracks/3AVNJhUm1JU51zBctqtuMd,https://api.spotify.com/v1/audio-analysis/3AVNJhUm1JU51zBctqtuMd,185533,4
87,0.263,0.239,7,-15.505,1,0.0346,0.907,0.000213,0.285,0.295,130.102,audio_features,5EmYSWE2LpTd4hXxPYdbSf,spotify:track:2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/tracks/5EmYSWE2LpTd4hXxPYdbSf,https://api.spotify.com/v1/audio-analysis/5EmYSWE2LpTd4hXxPYdbSf,106600,3
88,0.607,0.103,9,-14.405,1,0.0404,0.804,0.0,0.076,0.341,110.378,audio_features,7faDzZnZYqTyYThx2sbHVQ,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,https://api.spotify.com/v1/tracks/7faDzZnZYqTyYThx2sbHVQ,https://api.spotify.com/v1/audio-analysis/7faDzZnZYqTyYThx2sbHVQ,136427,4
89,0.499,0.545,11,-10.476,1,0.0366,0.822,0.0,0.187,0.634,110.54,audio_features,3szI9hDVbyOYU0yd77G35n,spotify:track:7n5m8nDAnyXo81tr4B3Bcw,https://api.spotify.com/v1/tracks/3szI9hDVbyOYU0yd77G35n,https://api.spotify.com/v1/audio-analysis/3szI9hDVbyOYU0yd77G35n,160947,4
90,0.627,0.337,1,-6.521,1,0.0436,0.851,0.0,0.356,0.734,151.691,audio_features,0oxUZhytpftSGgBGDVlCMb,spotify:track:7ehhnVu3JUWMaSJzY1zC4k,https://api.spotify.com/v1/tracks/0oxUZhytpftSGgBGDVlCMb,https://api.spotify.com/v1/audio-analysis/0oxUZhytpftSGgBGDVlCMb,183413,4
91,0.469,0.196,0,-16.093,1,0.0571,0.882,0.0,0.0513,0.537,130.036,audio_features,4MrfQL4TYQXJBlZYpAHTuE,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/tracks/4MrfQL4TYQXJBlZYpAHTuE,https://api.spotify.com/v1/audio-analysis/4MrfQL4TYQXJBlZYpAHTuE,143733,3
92,0.583,0.712,3,-8.222,1,0.0538,0.263,1.02e-06,0.817,0.614,128.897,audio_features,15sxLiiChE5dCW3Y756oas,spotify:track:7GLQ0fBEq1W9QnKJ5TkGL3,https://api.spotify.com/v1/tracks/15sxLiiChE5dCW3Y756oas,https://api.spotify.com/v1/audio-analysis/15sxLiiChE5dCW3Y756oas,181267,4
93,0.478,0.201,7,-16.768,1,0.0332,0.919,0.0,0.0854,0.857,136.471,audio_features,2L9QLAhrvtP4EYg1lY0Tnw,spotify:track:3QXQc9zYWMK5hQjiRAS5du,https://api.spotify.com/v1/tracks/2L9QLAhrvtP4EYg1lY0Tnw,https://api.spotify.com/v1/audio-analysis/2L9QLAhrvtP4EYg1lY0Tnw,135760,4
94,0.343,0.339,0,-9.282,1,0.0283,0.867,3.75e-06,0.109,0.404,103.504,audio_features,2345kZ5rt8eHjO8CFpx3Yi,spotify:track:77khP2fIVhSW23NwxrRluh,https://api.spotify.com/v1/tracks/2345kZ5rt8eHjO8CFpx3Yi,https://api.spotify.com/v1/audio-analysis/2345kZ5rt8eHjO8CFpx3Yi,127333,3
95,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,audio_features,46pF1zFimM582ss1PrMy68,spotify:track:2sW8WKbeVvoRxUP0AnnPAI,https://api.spotify.com/v1/tracks/46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/audio-analysis/46pF1zFimM582ss1PrMy68,166453,4
96,0.367,0.122,9,-21.34,0,0.0319,0.984,4.37e-05,0.172,0.104,75.265,audio_features,3bMfUUpzUzqWp9II00yRhE,spotify:track:53cumdNGYE6NFmGL0zHvx7,https://api.spotify.com/v1/tracks/3bMfUUpzUzqWp9II00yRhE,https://api.spotify.com/v1/audio-analysis/3bMfUUpzUzqWp9II00yRhE,163093,3
97,0.382,0.879,7,-7.584,1,0.0642,0.228,0.0,0.408,0.559,143.741,audio_features,7n5m8nDAnyXo81tr4B3Bcw,spotify:track:2BLwLAc1swTc4TC7K3J506,https://api.spotify.com/v1/tracks/7n5m8nDAnyXo81tr4B3Bcw,https://api.spotify.com/v1/audio-analysis/7n5m8nDAnyXo81tr4B3Bcw,136307,4
98,0.683,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.467,audio_features,77khP2fIVhSW23NwxrRluh,spotify:track:4jxBwczdzscRdoNKxnX3YT,https://api.spotify.com/v1/tracks/77khP2fIVhSW23NwxrRluh,https://api.spotify.com/v1/audio-analysis/77khP2fIVhSW23NwxrRluh,135533,4
99,0.641,0.413,3,-5.624,1,0.0435,0.926,0.0,0.191,0.834,143.522,audio_features,0cAhE2iDJApegDnVRx6fCK,spotify:track:0cAhE2iDJApegDnVRx6fCK,https://api.spotify.com/v1/tracks/0cAhE2iDJApegDnVRx6fCK,https://api.spotify.com/v1/audio-analysis/0cAhE2iDJApegDnVRx6fCK,203746,4
