,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
83,0.269,0.857,0,-4.422,1,0.0441,0.628,0.0,0.186,0.688,167.276,audio_features,2PD70CPXPOsnTxJdoaaN95,spotify:track:1GGdC8LVimGU6Ug2Smn7u5,https://api.spotify.com/v1/tracks/2PD70CPXPOsnTxJdoaaN95,https://api.spotify.com/v1/audio-analysis/2PD70CPXPOsnTxJdoaaN95,228960,4
84,0.75,0.32,2,-10.497,1,0.035,0.948,3.19e-06,0.202,0.768,112.087,audio_features,7ay1wHEin84ruJj3dpP56D,spotify:track:7ECwu25xlo8hoKyjzpRPw6,https://api.spotify.com/v1/tracks/7ay1wHEin84ruJj3dpP56D,https://api.spotify.com/v1/audio-analysis/7ay1wHEin84ruJj3dpP56D,74627,4
85,0.43,0.584,6,-11.436,0,0.245,0.792,0.000288,0.0414,0.466,82.51,audio_features,6xYeTISkTw4S9K9hJgr1KJ,spotify:track:7BkAmaUY9YWLcpS6iAJZcg,https://api.spotify.com/v1/tracks/6xYeTISkTw4S9K9hJgr1KJ,https://api.spotify.com/v1/audio-analysis/6xYeTISkTw4S9K9hJgr1KJ,192533,4
86,0.551,0.209,2,-9.58,1,0.0434,0.801,2.84e-06,0.13,0.516,86.499,audio_features,3UrDHGMDL0jN2tRJkvWdOd,spotify:track:1wO3YWWbyGoCOM4LpgzuU7,https://api.spotify.com/v1/tracks/3UrDHGMDL0jN2tRJkvWdOd,https://api.spotify.com/v1/audio-analysis/3UrDHGMDL0jN2tRJkvWdOd,87667,4
87,0.424,0.516,4,-7.709,1,0.0295,0.088,4.86e-05,0.301,0.476,80.877,audio_features,5gzslnn0fGkJnMz2IbyMw7,spotify:track:1ZWqB2l3XsOcBvJ4YijmMh,https://api.spotify.com/v1/tracks/5gzslnn0fGkJnMz2IbyMw7,https://api.spotify.com/v1/audio-analysis/5gzslnn0fGkJnMz2IbyMw7,247320,4
88,0.681,0.569,10,-5.535,1,0.0528,0.612,0.0,0.165,0.599,119.928,audio_features,7ihOAPfUkJPrIAiQEv9GfW,spotify:track:69jiFsIE6uPMBeNDbKhnmj,https://api.spotify.com/v1/tracks/7ihOAPfUkJPrIAiQEv9GfW,https://api.spotify.com/v1/audio-analysis/7ihOAPfUkJPrIAiQEv9GfW,208764,4
89,0.572,0.833,2,-8.029,0,0.0321,0.233,8.15e-06,0.0554,0.963,175.647,audio_features,1Y38A5HAP7SYJAzE48M3GW,spotify:track:0xGQRXCrnl5204iHoWvzDG,https://api.spotify.com/v1/tracks/1Y38A5HAP7SYJAzE48M3GW,https://api.spotify.com/v1/audio-analysis/1Y38A5HAP7SYJAzE48M3GW,222640,4
90,0.488,0.354,2,-16.136,1,0.048,0.781,0.181,0.0967,0.577,85.786,audio_features,0P5wCXpGqItUpYbj2bUK0d,spotify:track:01J7sbrcudhVsI02vTLvSo,https://api.spotify.com/v1/tracks/0P5wCXpGqItUpYbj2bUK0d,https://api.spotify.com/v1/audio-analysis/0P5wCXpGqItUpYbj2bUK0d,216533,4
91,0.672,0.885,2,-4.09,1,0.042,0.178,0.0,0.267,0.783,95.995,audio_features,6yuG9MJgec1f18LA7fWJW0,spotify:track:0d79aQIzHem1tId812QMBy,https://api.spotify.com/v1/tracks/6yuG9MJgec1f18LA7fWJW0,https://api.spotify.com/v1/audio-analysis/6yuG9MJgec1f18LA7fWJW0,205313,4
92,0.826,0.877,2,-7.022,1,0.0314,0.125,0.0,0.258,0.976,112.962,audio_features,4RIy1w2Nbf2V2DRPrIGKVx,spotify:track:75EIEaxHEefgniy26lqFlj,https://api.spotify.com/v1/tracks/4RIy1w2Nbf2V2DRPrIGKVx,https://api.spotify.com/v1/audio-analysis/4RIy1w2Nbf2V2DRPrIGKVx,140773,4
93,0.773,0.849,7,-4.556,1,0.0368,0.117,0.844,0.0488,0.0916,128.022,audio_features,5uQ5VI28ji1cGgR3qiGVJz,spotify:track:54jBfSVJ3GF7P31nh8Iphr,https://api.spotify.com/v1/tracks/5uQ5VI28ji1cGgR3qiGVJz,https://api.spotify.com/v1/audio-analysis/5uQ5VI28ji1cGgR3qiGVJz,139687,4
94,0.721,0.618,7,-7.968,1,0.0333,0.103,2.03e-06,0.365,0.931,118.036,audio_features,5f1dvfBJrPSesuePCvCE7l,spotify:track:2SRx5G5hWFvyoUjq7TEcMt,https://api.spotify.com/v1/tracks/5f1dvfBJrPSesuePCvCE7l,https://api.spotify.com/v1/audio-analysis/5f1dvfBJrPSesuePCvCE7l,96627,4
95,0.471,0.341,2,-11.759,1,0.0567,0.885,0.000827,0.222,0.521,117.247,audio_features,1KVKqAGnHQ0tE6Zx4U6psO,spotify:track:3o4x54K1SozMEJBslInljL,https://api.spotify.com/v1/tracks/1KVKqAGnHQ0tE6Zx4U6psO,https://api.spotify.com/v1/audio-analysis/1KVKqAGnHQ0tE6Zx4U6psO,31200,3
96,0.648,0.557,2,-9.483,1,0.0385,0.81,0.0,0.121,0.962,82.102,audio_features,7ECwu25xlo8hoKyjzpRPw6,spotify:track:7G76UIYs6vaDD1Gm1NCSBm,https://api.spotify.com/v1/tracks/7ECwu25xlo8hoKyjzpRPw6,https://api.spotify.com/v1/audio-analysis/7ECwu25xlo8hoKyjzpRPw6,39813,3
97,0.239,0.0185,6,-26.774,0,0.0336,0.995,0.119,0.0854,0.72,69.062,audio_features,0xGQRXCrnl5204iHoWvzDG,spotify:track:3TAoEpF3KdSRX5qqSZl92F,https://api.spotify.com/v1/tracks/0xGQRXCrnl5204iHoWvzDG,https://api.spotify.com/v1/audio-analysis/0xGQRXCrnl5204iHoWvzDG,51840,4
98,0.383,0.295,1,-12.416,1,0.0295,0.891,0.0837,0.0711,0.209,105.117,audio_features,2SRx5G5hWFvyoUjq7TEcMt,spotify:track:5CtegakZiIJwAagGGjW0tf,https://api.spotify.com/v1/tracks/2SRx5G5hWFvyoUjq7TEcMt,https://api.spotify.com/v1/audio-analysis/2SRx5G5hWFvyoUjq7TEcMt,267684,4
99,0.673,0.705,6,-7.237,0,0.16,0.102,0.0,0.0537,0.742,104.916,audio_features,6XOPzRqNEhkDVVxbqTcpou,spotify:track:6XOPzRqNEhkDVVxbqTcpou,https://api.spotify.com/v1/tracks/6XOPzRqNEhkDVVxbqTcpou,https://api.spotify.com/v1/audio-analysis/6XOPzRqNEhkDVVxbqTcpou,195300,4
